Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,1/25/16 0:00,2016,1,25,0,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 1:00,2016,1,25,1,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 2:00,2016,1,25,2,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 3:00,2016,1,25,3,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 4:00,2016,1,25,4,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 5:00,2016,1,25,5,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 6:00,2016,1,25,6,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 7:00,2016,1,25,7,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 8:00,2016,1,25,8,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 9:00,2016,1,25,9,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 10:00,2016,1,25,10,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 11:00,2016,1,25,11,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 12:00,2016,1,25,12,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 13:00,2016,1,25,13,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 14:00,2016,1,25,14,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 15:00,2016,1,25,15,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 16:00,2016,1,25,16,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 17:00,2016,1,25,17,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 18:00,2016,1,25,18,31,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 19:00,2016,1,25,19,37,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 20:00,2016,1,25,20,40,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 21:00,2016,1,25,21,40,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 22:00,2016,1,25,22,45,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/25/16 23:00,2016,1,25,23,42,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 0:00,2016,1,26,0,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 1:00,2016,1,26,1,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 2:00,2016,1,26,2,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 3:00,2016,1,26,3,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 4:00,2016,1,26,4,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 5:00,2016,1,26,5,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 6:00,2016,1,26,6,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 7:00,2016,1,26,7,23,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 8:00,2016,1,26,8,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 9:00,2016,1,26,9,23,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 10:00,2016,1,26,10,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 11:00,2016,1,26,11,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 12:00,2016,1,26,12,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 13:00,2016,1,26,13,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 14:00,2016,1,26,14,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 15:00,2016,1,26,15,23,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 16:00,2016,1,26,16,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 17:00,2016,1,26,17,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 18:00,2016,1,26,18,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 19:00,2016,1,26,19,36,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 20:00,2016,1,26,20,90,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 21:00,2016,1,26,21,104,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 22:00,2016,1,26,22,105,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/26/16 23:00,2016,1,26,23,115,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 0:00,2016,1,27,0,121,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 1:00,2016,1,27,1,111,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 2:00,2016,1,27,2,123,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 3:00,2016,1,27,3,134,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 4:00,2016,1,27,4,119,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 5:00,2016,1,27,5,102,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 6:00,2016,1,27,6,88,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 7:00,2016,1,27,7,70,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 8:00,2016,1,27,8,58,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 9:00,2016,1,27,9,50,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 10:00,2016,1,27,10,54,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 11:00,2016,1,27,11,33,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 12:00,2016,1,27,12,54,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 13:00,2016,1,27,13,67,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 14:00,2016,1,27,14,87,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 15:00,2016,1,27,15,126,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 16:00,2016,1,27,16,143,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 17:00,2016,1,27,17,137,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 18:00,2016,1,27,18,139,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 19:00,2016,1,27,19,159,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 20:00,2016,1,27,20,170,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 21:00,2016,1,27,21,206,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 22:00,2016,1,27,22,227,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/27/16 23:00,2016,1,27,23,309,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 0:00,2016,1,28,0,344,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 1:00,2016,1,28,1,280,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 2:00,2016,1,28,2,256,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 3:00,2016,1,28,3,241,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 4:00,2016,1,28,4,164,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 5:00,2016,1,28,5,132,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 6:00,2016,1,28,6,149,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 7:00,2016,1,28,7,145,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 8:00,2016,1,28,8,129,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 9:00,2016,1,28,9,124,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 10:00,2016,1,28,10,140,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 11:00,2016,1,28,11,140,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 12:00,2016,1,28,12,126,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 13:00,2016,1,28,13,95,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 14:00,2016,1,28,14,80,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 15:00,2016,1,28,15,74,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 16:00,2016,1,28,16,71,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 17:00,2016,1,28,17,64,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 18:00,2016,1,28,18,94,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 19:00,2016,1,28,19,121,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 20:00,2016,1,28,20,148,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 21:00,2016,1,28,21,184,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 22:00,2016,1,28,22,181,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/28/16 23:00,2016,1,28,23,104,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 0:00,2016,1,29,0,87,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 1:00,2016,1,29,1,82,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 2:00,2016,1,29,2,71,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 3:00,2016,1,29,3,57,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 4:00,2016,1,29,4,61,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 5:00,2016,1,29,5,63,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 6:00,2016,1,29,6,65,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 7:00,2016,1,29,7,70,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 8:00,2016,1,29,8,73,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 9:00,2016,1,29,9,76,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 10:00,2016,1,29,10,77,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 11:00,2016,1,29,11,70,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 12:00,2016,1,29,12,65,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 13:00,2016,1,29,13,50,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 14:00,2016,1,29,14,51,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 15:00,2016,1,29,15,45,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 16:00,2016,1,29,16,51,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 17:00,2016,1,29,17,49,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 18:00,2016,1,29,18,42,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 19:00,2016,1,29,19,50,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 20:00,2016,1,29,20,62,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 21:00,2016,1,29,21,53,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 22:00,2016,1,29,22,38,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/29/16 23:00,2016,1,29,23,39,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 0:00,2016,1,30,0,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 1:00,2016,1,30,1,37,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 2:00,2016,1,30,2,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 3:00,2016,1,30,3,33,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 4:00,2016,1,30,4,55,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 5:00,2016,1,30,5,104,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 6:00,2016,1,30,6,85,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 7:00,2016,1,30,7,115,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 8:00,2016,1,30,8,71,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 9:00,2016,1,30,9,47,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 10:00,2016,1,30,10,28,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 11:00,2016,1,30,11,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 12:00,2016,1,30,12,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 13:00,2016,1,30,13,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 14:00,2016,1,30,14,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 15:00,2016,1,30,15,32,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 16:00,2016,1,30,16,46,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 17:00,2016,1,30,17,49,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 18:00,2016,1,30,18,68,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 19:00,2016,1,30,19,99,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 20:00,2016,1,30,20,93,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 21:00,2016,1,30,21,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 22:00,2016,1,30,22,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/30/16 23:00,2016,1,30,23,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 0:00,2016,1,31,0,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 1:00,2016,1,31,1,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 2:00,2016,1,31,2,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 3:00,2016,1,31,3,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 4:00,2016,1,31,4,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 5:00,2016,1,31,5,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 6:00,2016,1,31,6,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 7:00,2016,1,31,7,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 8:00,2016,1,31,8,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 9:00,2016,1,31,9,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 10:00,2016,1,31,10,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 11:00,2016,1,31,11,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 12:00,2016,1,31,12,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 13:00,2016,1,31,13,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 14:00,2016,1,31,14,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 15:00,2016,1,31,15,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 16:00,2016,1,31,16,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 17:00,2016,1,31,17,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 18:00,2016,1,31,18,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 19:00,2016,1,31,19,74,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 20:00,2016,1,31,20,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 21:00,2016,1,31,21,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 22:00,2016,1,31,22,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,1/31/16 23:00,2016,1,31,23,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 0:00,2016,2,1,0,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 1:00,2016,2,1,1,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 2:00,2016,2,1,2,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 3:00,2016,2,1,3,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 4:00,2016,2,1,4,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 5:00,2016,2,1,5,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 6:00,2016,2,1,6,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 7:00,2016,2,1,7,26,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 8:00,2016,2,1,8,34,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 9:00,2016,2,1,9,31,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 10:00,2016,2,1,10,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 11:00,2016,2,1,11,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 12:00,2016,2,1,12,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 13:00,2016,2,1,13,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 14:00,2016,2,1,14,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 15:00,2016,2,1,15,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 16:00,2016,2,1,16,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 17:00,2016,2,1,17,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 18:00,2016,2,1,18,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 19:00,2016,2,1,19,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 20:00,2016,2,1,20,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 21:00,2016,2,1,21,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 22:00,2016,2,1,22,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/1/16 23:00,2016,2,1,23,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 0:00,2016,2,2,0,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 1:00,2016,2,2,1,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 2:00,2016,2,2,2,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 3:00,2016,2,2,3,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 4:00,2016,2,2,4,20,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 5:00,2016,2,2,5,23,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 6:00,2016,2,2,6,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 7:00,2016,2,2,7,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 8:00,2016,2,2,8,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 9:00,2016,2,2,9,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 10:00,2016,2,2,10,23,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 11:00,2016,2,2,11,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 12:00,2016,2,2,12,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 13:00,2016,2,2,13,23,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 14:00,2016,2,2,14,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 15:00,2016,2,2,15,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 16:00,2016,2,2,16,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 17:00,2016,2,2,17,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 18:00,2016,2,2,18,57,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 19:00,2016,2,2,19,69,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 20:00,2016,2,2,20,69,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 21:00,2016,2,2,21,69,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 22:00,2016,2,2,22,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/2/16 23:00,2016,2,2,23,26,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 0:00,2016,2,3,0,37,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 1:00,2016,2,3,1,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 2:00,2016,2,3,2,33,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 3:00,2016,2,3,3,39,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 4:00,2016,2,3,4,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 5:00,2016,2,3,5,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 6:00,2016,2,3,6,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 7:00,2016,2,3,7,39,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 8:00,2016,2,3,8,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 9:00,2016,2,3,9,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 10:00,2016,2,3,10,38,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 11:00,2016,2,3,11,44,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 12:00,2016,2,3,12,56,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 13:00,2016,2,3,13,56,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 14:00,2016,2,3,14,50,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 15:00,2016,2,3,15,39,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 16:00,2016,2,3,16,36,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 17:00,2016,2,3,17,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 18:00,2016,2,3,18,56,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 19:00,2016,2,3,19,66,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 20:00,2016,2,3,20,46,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 21:00,2016,2,3,21,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 22:00,2016,2,3,22,22,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/3/16 23:00,2016,2,3,23,31,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 0:00,2016,2,4,0,43,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 1:00,2016,2,4,1,24,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 2:00,2016,2,4,2,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 3:00,2016,2,4,3,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 4:00,2016,2,4,4,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 5:00,2016,2,4,5,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 6:00,2016,2,4,6,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 7:00,2016,2,4,7,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 8:00,2016,2,4,8,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 9:00,2016,2,4,9,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 10:00,2016,2,4,10,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 11:00,2016,2,4,11,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 12:00,2016,2,4,12,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 13:00,2016,2,4,13,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 14:00,2016,2,4,14,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 15:00,2016,2,4,15,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 16:00,2016,2,4,16,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 17:00,2016,2,4,17,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 18:00,2016,2,4,18,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 19:00,2016,2,4,19,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 20:00,2016,2,4,20,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 21:00,2016,2,4,21,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 22:00,2016,2,4,22,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/4/16 23:00,2016,2,4,23,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 0:00,2016,2,5,0,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 1:00,2016,2,5,1,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 2:00,2016,2,5,2,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 3:00,2016,2,5,3,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 4:00,2016,2,5,4,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 5:00,2016,2,5,5,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 6:00,2016,2,5,6,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 7:00,2016,2,5,7,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 8:00,2016,2,5,8,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 9:00,2016,2,5,9,19,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 10:00,2016,2,5,10,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 11:00,2016,2,5,11,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 12:00,2016,2,5,12,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 13:00,2016,2,5,13,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 14:00,2016,2,5,14,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 15:00,2016,2,5,15,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 16:00,2016,2,5,16,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 17:00,2016,2,5,17,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 18:00,2016,2,5,18,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 19:00,2016,2,5,19,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 20:00,2016,2,5,20,17,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 21:00,2016,2,5,21,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 22:00,2016,2,5,22,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/5/16 23:00,2016,2,5,23,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 0:00,2016,2,6,0,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,2/6/16 1:00,2016,2,6,1,9,µg/m_,1 Hr,Valid
