Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,3/13/16 8:00,2016,3,13,8,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 9:00,2016,3,13,9,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 10:00,2016,3,13,10,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 11:00,2016,3,13,11,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 12:00,2016,3,13,12,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 13:00,2016,3,13,13,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 14:00,2016,3,13,14,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 15:00,2016,3,13,15,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 16:00,2016,3,13,16,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 17:00,2016,3,13,17,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 18:00,2016,3,13,18,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 19:00,2016,3,13,19,21,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 20:00,2016,3,13,20,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 21:00,2016,3,13,21,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 22:00,2016,3,13,22,48,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/13/16 23:00,2016,3,13,23,57,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 0:00,2016,3,14,0,63,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 1:00,2016,3,14,1,72,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 2:00,2016,3,14,2,80,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 3:00,2016,3,14,3,104,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 4:00,2016,3,14,4,105,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 5:00,2016,3,14,5,109,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 6:00,2016,3,14,6,98,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 7:00,2016,3,14,7,96,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 8:00,2016,3,14,8,101,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 9:00,2016,3,14,9,119,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 10:00,2016,3,14,10,116,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 11:00,2016,3,14,11,113,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 12:00,2016,3,14,12,110,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 13:00,2016,3,14,13,85,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 14:00,2016,3,14,14,55,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 15:00,2016,3,14,15,42,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 16:00,2016,3,14,16,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 17:00,2016,3,14,17,28,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 18:00,2016,3,14,18,39,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 19:00,2016,3,14,19,45,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 20:00,2016,3,14,20,56,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 21:00,2016,3,14,21,61,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 22:00,2016,3,14,22,77,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/14/16 23:00,2016,3,14,23,94,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 0:00,2016,3,15,0,101,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 1:00,2016,3,15,1,115,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 2:00,2016,3,15,2,126,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 3:00,2016,3,15,3,112,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 4:00,2016,3,15,4,94,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 5:00,2016,3,15,5,90,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 6:00,2016,3,15,6,93,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 7:00,2016,3,15,7,95,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 8:00,2016,3,15,8,103,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 9:00,2016,3,15,9,112,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 10:00,2016,3,15,10,124,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 11:00,2016,3,15,11,145,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 12:00,2016,3,15,12,146,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 13:00,2016,3,15,13,140,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 14:00,2016,3,15,14,151,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 15:00,2016,3,15,15,162,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 16:00,2016,3,15,16,156,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 17:00,2016,3,15,17,155,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 18:00,2016,3,15,18,163,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 19:00,2016,3,15,19,171,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 20:00,2016,3,15,20,178,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 21:00,2016,3,15,21,177,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 22:00,2016,3,15,22,198,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/15/16 23:00,2016,3,15,23,191,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 0:00,2016,3,16,0,213,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 1:00,2016,3,16,1,228,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 2:00,2016,3,16,2,239,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 3:00,2016,3,16,3,235,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 4:00,2016,3,16,4,234,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 5:00,2016,3,16,5,247,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 6:00,2016,3,16,6,223,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 7:00,2016,3,16,7,227,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 8:00,2016,3,16,8,213,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 9:00,2016,3,16,9,215,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 10:00,2016,3,16,10,226,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 11:00,2016,3,16,11,237,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 12:00,2016,3,16,12,246,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 13:00,2016,3,16,13,248,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 14:00,2016,3,16,14,208,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 15:00,2016,3,16,15,217,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 16:00,2016,3,16,16,234,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 17:00,2016,3,16,17,222,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 18:00,2016,3,16,18,236,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 19:00,2016,3,16,19,273,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 20:00,2016,3,16,20,285,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 21:00,2016,3,16,21,269,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 22:00,2016,3,16,22,251,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/16/16 23:00,2016,3,16,23,238,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 0:00,2016,3,17,0,222,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 1:00,2016,3,17,1,214,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 2:00,2016,3,17,2,228,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 3:00,2016,3,17,3,220,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 4:00,2016,3,17,4,215,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 5:00,2016,3,17,5,220,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 6:00,2016,3,17,6,228,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 7:00,2016,3,17,7,234,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 8:00,2016,3,17,8,243,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 9:00,2016,3,17,9,254,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 10:00,2016,3,17,10,264,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 11:00,2016,3,17,11,274,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 12:00,2016,3,17,12,273,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 13:00,2016,3,17,13,253,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 14:00,2016,3,17,14,246,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 15:00,2016,3,17,15,238,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 16:00,2016,3,17,16,220,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 17:00,2016,3,17,17,236,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 18:00,2016,3,17,18,250,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 19:00,2016,3,17,19,269,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 20:00,2016,3,17,20,308,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 21:00,2016,3,17,21,299,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 22:00,2016,3,17,22,312,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/17/16 23:00,2016,3,17,23,337,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 0:00,2016,3,18,0,340,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 1:00,2016,3,18,1,344,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 2:00,2016,3,18,2,353,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 3:00,2016,3,18,3,354,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 4:00,2016,3,18,4,336,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 5:00,2016,3,18,5,334,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 6:00,2016,3,18,6,325,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 7:00,2016,3,18,7,307,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 8:00,2016,3,18,8,305,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 9:00,2016,3,18,9,287,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 10:00,2016,3,18,10,202,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 11:00,2016,3,18,11,140,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 12:00,2016,3,18,12,97,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 13:00,2016,3,18,13,66,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 14:00,2016,3,18,14,58,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 15:00,2016,3,18,15,51,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 16:00,2016,3,18,16,42,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 17:00,2016,3,18,17,34,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 18:00,2016,3,18,18,37,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 19:00,2016,3,18,19,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 20:00,2016,3,18,20,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 21:00,2016,3,18,21,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 22:00,2016,3,18,22,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/18/16 23:00,2016,3,18,23,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 0:00,2016,3,19,0,86,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 1:00,2016,3,19,1,193,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 2:00,2016,3,19,2,197,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 3:00,2016,3,19,3,163,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 4:00,2016,3,19,4,102,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 5:00,2016,3,19,5,82,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 6:00,2016,3,19,6,76,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 7:00,2016,3,19,7,57,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 8:00,2016,3,19,8,52,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 9:00,2016,3,19,9,56,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 10:00,2016,3,19,10,63,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 11:00,2016,3,19,11,66,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 12:00,2016,3,19,12,51,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 13:00,2016,3,19,13,40,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 14:00,2016,3,19,14,39,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 15:00,2016,3,19,15,43,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 16:00,2016,3,19,16,39,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 17:00,2016,3,19,17,37,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 18:00,2016,3,19,18,42,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 19:00,2016,3,19,19,66,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 20:00,2016,3,19,20,57,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 21:00,2016,3,19,21,56,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 22:00,2016,3,19,22,39,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/19/16 23:00,2016,3,19,23,37,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 0:00,2016,3,20,0,38,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 1:00,2016,3,20,1,40,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 2:00,2016,3,20,2,66,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 3:00,2016,3,20,3,67,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 4:00,2016,3,20,4,67,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 5:00,2016,3,20,5,95,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 6:00,2016,3,20,6,81,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 7:00,2016,3,20,7,83,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 8:00,2016,3,20,8,85,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 9:00,2016,3,20,9,77,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 10:00,2016,3,20,10,92,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 11:00,2016,3,20,11,75,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 12:00,2016,3,20,12,54,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 13:00,2016,3,20,13,27,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 14:00,2016,3,20,14,34,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 15:00,2016,3,20,15,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 16:00,2016,3,20,16,35,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 17:00,2016,3,20,17,39,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 18:00,2016,3,20,18,47,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 19:00,2016,3,20,19,55,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 20:00,2016,3,20,20,75,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 21:00,2016,3,20,21,75,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 22:00,2016,3,20,22,93,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/20/16 23:00,2016,3,20,23,98,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 0:00,2016,3,21,0,97,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 1:00,2016,3,21,1,105,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 2:00,2016,3,21,2,110,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 3:00,2016,3,21,3,118,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 4:00,2016,3,21,4,138,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 5:00,2016,3,21,5,151,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 6:00,2016,3,21,6,152,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 7:00,2016,3,21,7,155,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 8:00,2016,3,21,8,135,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 9:00,2016,3,21,9,112,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 10:00,2016,3,21,10,-999,µg/m_,1 Hr,Missing
Beijing,PM2.5,3/21/16 11:00,2016,3,21,11,170,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 12:00,2016,3,21,12,169,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 13:00,2016,3,21,13,105,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 14:00,2016,3,21,14,99,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 15:00,2016,3,21,15,111,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 16:00,2016,3,21,16,110,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 17:00,2016,3,21,17,122,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 18:00,2016,3,21,18,124,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 19:00,2016,3,21,19,120,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 20:00,2016,3,21,20,131,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 21:00,2016,3,21,21,140,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 22:00,2016,3,21,22,148,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/21/16 23:00,2016,3,21,23,143,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 0:00,2016,3,22,0,160,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 1:00,2016,3,22,1,167,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 2:00,2016,3,22,2,171,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 3:00,2016,3,22,3,191,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 4:00,2016,3,22,4,195,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 5:00,2016,3,22,5,185,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 6:00,2016,3,22,6,171,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 7:00,2016,3,22,7,171,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 8:00,2016,3,22,8,139,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 9:00,2016,3,22,9,129,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 10:00,2016,3,22,10,115,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 11:00,2016,3,22,11,104,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 12:00,2016,3,22,12,97,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 13:00,2016,3,22,13,99,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 14:00,2016,3,22,14,90,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 15:00,2016,3,22,15,82,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 16:00,2016,3,22,16,79,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 17:00,2016,3,22,17,61,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 18:00,2016,3,22,18,49,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 19:00,2016,3,22,19,50,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 20:00,2016,3,22,20,49,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 21:00,2016,3,22,21,54,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 22:00,2016,3,22,22,77,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/22/16 23:00,2016,3,22,23,85,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 0:00,2016,3,23,0,104,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 1:00,2016,3,23,1,86,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 2:00,2016,3,23,2,81,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 3:00,2016,3,23,3,63,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 4:00,2016,3,23,4,23,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 5:00,2016,3,23,5,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 6:00,2016,3,23,6,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 7:00,2016,3,23,7,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 8:00,2016,3,23,8,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 9:00,2016,3,23,9,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 10:00,2016,3,23,10,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 11:00,2016,3,23,11,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 12:00,2016,3,23,12,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 13:00,2016,3,23,13,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 14:00,2016,3,23,14,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 15:00,2016,3,23,15,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 16:00,2016,3,23,16,4,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 17:00,2016,3,23,17,5,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 18:00,2016,3,23,18,3,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 19:00,2016,3,23,19,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 20:00,2016,3,23,20,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 21:00,2016,3,23,21,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 22:00,2016,3,23,22,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/23/16 23:00,2016,3,23,23,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 0:00,2016,3,24,0,9,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 1:00,2016,3,24,1,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 2:00,2016,3,24,2,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 3:00,2016,3,24,3,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 4:00,2016,3,24,4,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 5:00,2016,3,24,5,10,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 6:00,2016,3,24,6,15,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 7:00,2016,3,24,7,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 8:00,2016,3,24,8,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 9:00,2016,3,24,9,8,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 10:00,2016,3,24,10,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 11:00,2016,3,24,11,6,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 12:00,2016,3,24,12,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 13:00,2016,3,24,13,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 14:00,2016,3,24,14,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 15:00,2016,3,24,15,7,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 16:00,2016,3,24,16,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 17:00,2016,3,24,17,13,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 18:00,2016,3,24,18,12,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 19:00,2016,3,24,19,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 20:00,2016,3,24,20,30,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 21:00,2016,3,24,21,25,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 22:00,2016,3,24,22,29,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/24/16 23:00,2016,3,24,23,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 0:00,2016,3,25,0,16,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 1:00,2016,3,25,1,11,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 2:00,2016,3,25,2,14,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 3:00,2016,3,25,3,26,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 4:00,2016,3,25,4,24,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 5:00,2016,3,25,5,52,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 6:00,2016,3,25,6,52,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 7:00,2016,3,25,7,28,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 8:00,2016,3,25,8,18,µg/m_,1 Hr,Valid
Beijing,PM2.5,3/25/16 9:00,2016,3,25,9,13,µg/m_,1 Hr,Valid
